REF,LINE,DATE,ACCT,USER,DESC,DOCREF,AMOUNT,CUR,TYPE
B0000079,1,2024-03-04,610000,K.MANSOURI,utility fee,B0000079D,-2440.60,USD,manual
B0000079,2,2024-03-04,51410000,K.MANSOURI,utility fee,B0000079D,2440.60,USD,manual
B0000080,1,2024-08-15,450000,K.MANSOURI,office supplies,B0000080D,-5635.26,USD,manual
B0000080,2,2024-08-15,51410000,K.MANSOURI,office supplies,B0000080D,5635.26,USD,manual
B0000081,1,2024-11-15,610000,S.ELFASI,office supplies,B0000081D,-26598.99,USD,manual
B0000081,2,2024-11-15,51410000,S.ELFASI,office supplies,B0000081D,26598.99,USD,manual
B0000082,1,2024-11-22,610000,Z.BERRADA,utility fee,B0000082D,-33867.19,USD,manual
B0000082,2,2024-11-22,51410000,Z.BERRADA,utility fee,B0000082D,33867.19,USD,manual
B0000083,1,2024-03-13,400000,S.ELFASI,service fee,B0000083D,-29987.90,USD,manual
B0000083,2,2024-03-13,51410000,S.ELFASI,service fee,B0000083D,29987.90,USD,manual
B0000084,1,2024-12-07,610000,S.ELFASI,office supplies,B0000084D,-7162.17,USD,manual
B0000084,2,2024-12-07,51410000,S.ELFASI,office supplies,B0000084D,7162.17,USD,manual
B0000085,1,2024-08-04,610000,M.BENNANI,rent charge,B0000085D,-8872.55,USD,manual
B0000085,2,2024-08-04,51410000,M.BENNANI,rent charge,B0000085D,8872.55,USD,manual
B0000086,1,2024-04-09,620000,S.ELFASI,service fee,B0000086D,-2418.49,USD,manual
B0000086,2,2024-04-09,51410000,S.ELFASI,service fee,B0000086D,2418.49,USD,manual
B0000087,1,2024-01-13,400000,H.AITLA,supplier invoice,B0000087D,-34037.02,USD,manual
B0000087,2,2024-01-13,51410000,H.AITLA,supplier invoice,B0000087D,34037.02,USD,manual
B0000088,1,2024-12-09,620000,M.BENNANI,office supplies,B0000088D,-9273.28,USD,manual
B0000088,2,2024-12-09,51410000,M.BENNANI,office supplies,B0000088D,9273.28,USD,manual
B0000089,1,2024-07-11,620000,M.BENNANI,service fee,B0000089D,-19993.75,USD,manual
B0000089,2,2024-07-11,51410000,M.BENNANI,service fee,B0000089D,19993.75,USD,manual
B0000090,1,2024-09-14,450000,S.ELFASI,office supplies,B0000090D,-8586.97,USD,manual
B0000090,2,2024-09-14,51410000,S.ELFASI,office supplies,B0000090D,8586.97,USD,manual
B0000091,1,2024-04-07,400000,Z.BERRADA,supplier invoice,B0000091D,-36225.71,USD,manual
B0000091,2,2024-04-07,51410000,Z.BERRADA,supplier invoice,B0000091D,36225.71,USD,manual
B0000092,1,2024-02-20,420000,K.MANSOURI,supplier invoice,B0000092D,-24605.38,USD,manual
B0000092,2,2024-02-20,51410000,K.MANSOURI,supplier invoice,B0000092D,24605.38,USD,manual
B0000093,1,2024-03-12,400000,Z.BERRADA,rent charge,B0000093D,-4877.50,USD,manual
B0000093,2,2024-03-12,51410000,Z.BERRADA,rent charge,B0000093D,4877.50,USD,manual
B0000094,1,2024-01-18,450000,K.MANSOURI,office supplies,B0000094D,-33949.88,USD,manual
B0000094,2,2024-01-18,51410000,K.MANSOURI,office supplies,B0000094D,33949.88,USD,manual
B0000095,1,2024-11-13,400000,H.AITLA,rent charge,B0000095D,-27208.63,USD,manual
B0000095,2,2024-11-13,51410000,H.AITLA,rent charge,B0000095D,27208.63,USD,manual
B0000096,1,2024-04-22,610000,M.BENNANI,rent charge,B0000096D,-19052.83,USD,manual
B0000096,2,2024-04-22,51410000,M.BENNANI,rent charge,B0000096D,19052.83,USD,manual
B0000097,1,2024-06-13,610000,S.ELFASI,supplier invoice,B0000097D,-2691.52,USD,manual
B0000097,2,2024-06-13,51410000,S.ELFASI,supplier invoice,B0000097D,2691.52,USD,manual
B0000098,1,2024-02-07,620000,M.BENNANI,service fee,B0000098D,-12875.23,USD,manual
B0000098,2,2024-02-07,51410000,M.BENNANI,service fee,B0000098D,12875.23,USD,manual
B0000099,1,2024-03-18,400000,M.BENNANI,supplier invoice,B0000099D,-15590.92,USD,manual
B0000099,2,2024-03-18,51410000,M.BENNANI,supplier invoice,B0000099D,15590.92,USD,manual
B0000100,1,2024-07-13,610000,S.ELFASI,service fee,B0000100D,-5292.86,USD,manual
B0000100,2,2024-07-13,51410000,S.ELFASI,service fee,B0000100D,5292.86,USD,manual
B0000101,1,2024-02-23,620000,M.BENNANI,office supplies,B0000101D,-5954.58,USD,manual
B0000101,2,2024-02-23,51410000,M.BENNANI,office supplies,B0000101D,5954.58,USD,manual
B0000102,1,2024-04-21,400000,S.ELFASI,office supplies,B0000102D,-39741.57,USD,manual
B0000102,2,2024-04-21,51410000,S.ELFASI,office supplies,B0000102D,39741.57,USD,manual
B0000103,1,2024-12-04,620000,K.MANSOURI,service fee,B0000103D,-33998.14,USD,manual
B0000103,2,2024-12-04,51410000,K.MANSOURI,service fee,B0000103D,33998.14,USD,manual
B0000104,1,2024-03-05,400000,S.ELFASI,service fee,B0000104D,-36747.10,USD,manual
B0000104,2,2024-03-05,51410000,S.ELFASI,service fee,B0000104D,36747.10,USD,manual
B0000105,1,2024-08-12,420000,M.BENNANI,service fee,B0000105D,-32531.39,USD,manual
B0000105,2,2024-08-12,51410000,M.BENNANI,service fee,B0000105D,32531.39,USD,manual
B0000106,1,2024-07-12,620000,S.ELFASI,supplier invoice,B0000106D,-24137.14,USD,manual
B0000106,2,2024-07-12,51410000,S.ELFASI,supplier invoice,B0000106D,24137.14,USD,manual
B0000107,1,2024-02-22,400000,M.BENNANI,office supplies,B0000107D,-36620.39,USD,manual
B0000107,2,2024-02-22,51410000,M.BENNANI,office supplies,B0000107D,36620.39,USD,manual
B0000108,1,2024-11-24,620000,M.BENNANI,utility fee,B0000108D,-24421.86,USD,manual
B0000108,2,2024-11-24,51410000,M.BENNANI,utility fee,B0000108D,24421.86,USD,manual
B0000109,1,2024-12-06,420000,S.ELFASI,utility fee,B0000109D,-16185.41,USD,manual
B0000109,2,2024-12-06,51410000,S.ELFASI,utility fee,B0000109D,16185.41,USD,manual
B0000110,1,2024-05-16,420000,M.BENNANI,service fee,B0000110D,-40474.18,USD,manual
B0000110,2,2024-05-16,51410000,M.BENNANI,service fee,B0000110D,40474.18,USD,manual
B0000111,1,2024-09-05,420000,K.MANSOURI,rent charge,B0000111D,-25136.01,USD,manual
B0000111,2,2024-09-05,51410000,K.MANSOURI,rent charge,B0000111D,25136.01,USD,manual
B0000112,1,2024-09-20,620000,Z.BERRADA,supplier invoice,B0000112D,-38567.53,USD,manual
B0000112,2,2024-09-20,51410000,Z.BERRADA,supplier invoice,B0000112D,38567.53,USD,manual
B0000113,1,2024-06-04,450000,K.MANSOURI,rent charge,B0000113D,-26792.92,USD,manual
B0000113,2,2024-06-04,51410000,K.MANSOURI,rent charge,B0000113D,26792.92,USD,manual
B0000114,1,2024-04-10,420000,K.MANSOURI,supplier invoice,B0000114D,-7540.27,USD,manual
B0000114,2,2024-04-10,51410000,K.MANSOURI,supplier invoice,B0000114D,7540.27,USD,manual
B0000115,1,2024-02-21,610000,H.AITLA,supplier invoice,B0000115D,-6789.01,USD,manual
B0000115,2,2024-02-21,51410000,H.AITLA,supplier invoice,B0000115D,6789.01,USD,manual
B0000116,1,2024-04-25,400000,H.AITLA,service fee,B0000116D,-33654.32,USD,manual
B0000116,2,2024-04-25,51410000,H.AITLA,service fee,B0000116D,33654.32,USD,manual
B0000117,1,2024-12-19,620000,H.AITLA,service fee,B0000117D,-36777.63,USD,manual
B0000117,2,2024-12-19,51410000,H.AITLA,service fee,B0000117D,36777.63,USD,manual
B0000118,1,2024-06-05,400000,S.ELFASI,service fee,B0000118D,-6114.66,USD,manual
B0000118,2,2024-06-05,51410000,S.ELFASI,service fee,B0000118D,6114.66,USD,manual
B0000119,1,2024-11-06,400000,S.ELFASI,rent charge,B0000119D,-38927.23,USD,manual
B0000119,2,2024-11-06,51410000,S.ELFASI,rent charge,B0000119D,38927.23,USD,manual
B0000120,1,2024-05-04,450000,H.AITLA,service fee,B0000120D,-10158.72,USD,manual
B0000120,2,2024-05-04,51410000,H.AITLA,service fee,B0000120D,10158.72,USD,manual
B0000121,1,2024-07-05,620000,S.ELFASI,utility fee,B0000121D,-41235.56,USD,manual
B0000121,2,2024-07-05,51410000,S.ELFASI,utility fee,B0000121D,41235.56,USD,manual
B0000122,1,2024-03-05,400000,Z.BERRADA,service fee,B0000122D,-35495.92,USD,manual
B0000122,2,2024-03-05,51410000,Z.BERRADA,service fee,B0000122D,35495.92,USD,manual
B0000123,1,2024-06-23,420000,K.MANSOURI,utility fee,B0000123D,-36445.03,USD,manual
B0000123,2,2024-06-23,51410000,K.MANSOURI,utility fee,B0000123D,36445.03,USD,manual
B0000124,1,2024-06-05,610000,M.BENNANI,utility fee,B0000124D,-28306.84,USD,manual
B0000124,2,2024-06-05,51410000,M.BENNANI,utility fee,B0000124D,28306.84,USD,manual
B0000125,1,2024-03-13,610000,K.MANSOURI,office supplies,B0000125D,-5816.21,USD,manual
B0000125,2,2024-03-13,51410000,K.MANSOURI,office supplies,B0000125D,5816.21,USD,manual
B0000126,1,2024-07-08,400000,Z.BERRADA,office supplies,B0000126D,-30739.20,USD,manual
B0000126,2,2024-07-08,51410000,Z.BERRADA,office supplies,B0000126D,30739.20,USD,manual
B0000127,1,2024-11-17,620000,Z.BERRADA,rent charge,B0000127D,-28465.56,USD,manual
B0000127,2,2024-11-17,51410000,Z.BERRADA,rent charge,B0000127D,28465.56,USD,manual
B0000128,1,2024-03-10,610000,H.AITLA,supplier invoice,B0000128D,-28237.78,USD,manual
B0000128,2,2024-03-10,51410000,H.AITLA,supplier invoice,B0000128D,28237.78,USD,manual
B0000129,1,2024-09-24,610000,H.AITLA,rent charge,B0000129D,-35439.86,USD,manual
B0000129,2,2024-09-24,51410000,H.AITLA,rent charge,B0000129D,35439.86,USD,manual
B0000130,1,2024-07-12,450000,H.AITLA,rent charge,B0000130D,-12190.21,USD,manual
B0000130,2,2024-07-12,51410000,H.AITLA,rent charge,B0000130D,12190.21,USD,manual
B0000131,1,2024-01-07,420000,H.AITLA,office supplies,B0000131D,-17398.00,USD,manual
B0000131,2,2024-01-07,51410000,H.AITLA,office supplies,B0000131D,17398.00,USD,manual
B0000132,1,2024-10-15,610000,M.BENNANI,rent charge,B0000132D,-4806.48,USD,manual
B0000132,2,2024-10-15,51410000,M.BENNANI,rent charge,B0000132D,4806.48,USD,manual
B0000133,1,2024-10-15,420000,H.AITLA,rent charge,B0000133D,-16186.50,USD,manual
B0000133,2,2024-10-15,51410000,H.AITLA,rent charge,B0000133D,16186.50,USD,manual
B0000134,1,2024-03-13,620000,H.AITLA,supplier invoice,B0000134D,-1665.52,USD,manual
B0000134,2,2024-03-13,51410000,H.AITLA,supplier invoice,B0000134D,1665.52,USD,manual
B0000135,1,2024-04-10,610000,M.BENNANI,utility fee,B0000135D,-1416.96,USD,manual
B0000135,2,2024-04-10,51410000,M.BENNANI,utility fee,B0000135D,1416.96,USD,manual
B0000136,1,2024-02-16,450000,K.MANSOURI,supplier invoice,B0000136D,-37611.18,USD,manual
B0000136,2,2024-02-16,51410000,K.MANSOURI,supplier invoice,B0000136D,37611.18,USD,manual
B0000137,1,2024-05-10,420000,Z.BERRADA,office supplies,B0000137D,-23189.64,USD,manual
B0000137,2,2024-05-10,51410000,Z.BERRADA,office supplies,B0000137D,23189.64,USD,manual
B0000138,1,2024-05-14,450000,M.BENNANI,rent charge,B0000138D,-32328.84,USD,manual
B0000138,2,2024-05-14,51410000,M.BENNANI,rent charge,B0000138D,32328.84,USD,manual
B0000139,1,2024-04-18,450000,M.BENNANI,office supplies,B0000139D,-41129.27,USD,manual
B0000139,2,2024-04-18,51410000,M.BENNANI,office supplies,B0000139D,41129.27,USD,manual
B0000140,1,2024-05-02,620000,M.BENNANI,office supplies,B0000140D,-9090.67,USD,manual
B0000140,2,2024-05-02,51410000,M.BENNANI,office supplies,B0000140D,9090.67,USD,manual
B0000141,1,2024-07-23,610000,Z.BERRADA,utility fee,B0000141D,-41150.21,USD,manual
B0000141,2,2024-07-23,51410000,Z.BERRADA,utility fee,B0000141D,41150.21,USD,manual
B0000142,1,2024-07-25,420000,M.BENNANI,service fee,B0000142D,-6677.22,USD,manual
B0000142,2,2024-07-25,51410000,M.BENNANI,service fee,B0000142D,6677.22,USD,manual
B0000143,1,2024-07-22,400000,H.AITLA,supplier invoice,B0000143D,-10839.63,USD,manual
