REF,LINE,DATE,ACCT,USER,DESC,DOCREF,AMOUNT,CUR,TYPE
B0000021,2,2024-04-19,51410000,H.AITLA,rent charge,B0000021D,32531.83,USD,manual
B0000022,1,2024-12-08,450000,M.BENNANI,service fee,B0000022D,-23918.07,USD,manual
B0000022,2,2024-12-08,51410000,M.BENNANI,service fee,B0000022D,23918.07,USD,manual
B0000023,1,2024-11-11,400000,H.AITLA,utility fee,B0000023D,-29801.57,USD,manual
B0000023,2,2024-11-11,51410000,H.AITLA,utility fee,B0000023D,29801.57,USD,manual
B0000024,1,2024-10-03,420000,K.MANSOURI,utility fee,B0000024D,-30933.42,USD,manual
B0000024,2,2024-10-03,51410000,K.MANSOURI,utility fee,B0000024D,30933.42,USD,manual
B0000025,1,2024-12-09,450000,H.AITLA,service fee,B0000025D,-7806.66,USD,manual
B0000025,2,2024-12-09,51410000,H.AITLA,service fee,B0000025D,7806.66,USD,manual
B0000026,1,2024-07-24,420000,K.MANSOURI,rent charge,B0000026D,-27413.23,USD,manual
B0000026,2,2024-07-24,51410000,K.MANSOURI,rent charge,B0000026D,27413.23,USD,manual
B0000027,1,2024-09-17,400000,Z.BERRADA,office supplies,B0000027D,-38176.87,USD,manual
B0000027,2,2024-09-17,51410000,Z.BERRADA,office supplies,B0000027D,38176.87,USD,manual
B0000028,1,2024-10-12,400000,M.BENNANI,supplier invoice,B0000028D,-9855.48,USD,manual
B0000028,2,2024-10-12,51410000,M.BENNANI,supplier invoice,B0000028D,9855.48,USD,manual
B0000029,1,2024-04-13,610000,K.MANSOURI,rent charge,B0000029D,-40905.85,USD,manual
B0000029,2,2024-04-13,51410000,K.MANSOURI,rent charge,B0000029D,40905.85,USD,manual
B0000030,1,2024-10-04,610000,Z.BERRADA,rent charge,B0000030D,-9211.10,USD,manual
B0000030,2,2024-10-04,51410000,Z.BERRADA,rent charge,B0000030D,9211.10,USD,manual
B0000031,1,2024-03-26,400000,Z.BERRADA,utility fee,B0000031D,-10790.54,USD,manual
B0000031,2,2024-03-26,51410000,Z.BERRADA,utility fee,B0000031D,10790.54,USD,manual
B0000032,1,2024-10-12,620000,M.BENNANI,service fee,B0000032D,-29960.83,USD,manual
B0000032,2,2024-10-12,51410000,M.BENNANI,service fee,B0000032D,29960.83,USD,manual
B0000033,1,2024-07-06,400000,H.AITLA,service fee,B0000033D,-7727.72,USD,manual
B0000033,2,2024-07-06,51410000,H.AITLA,service fee,B0000033D,7727.72,USD,manual
B0000034,1,2024-07-05,400000,K.MANSOURI,supplier invoice,B0000034D,-37901.18,USD,manual
B0000034,2,2024-07-05,51410000,K.MANSOURI,supplier invoice,B0000034D,37901.18,USD,manual
B0000035,1,2024-07-04,450000,M.BENNANI,supplier invoice,B0000035D,-25584.45,USD,manual
B0000035,2,2024-07-04,51410000,M.BENNANI,supplier invoice,B0000035D,25584.45,USD,manual
B0000036,1,2024-08-11,450000,H.AITLA,rent charge,B0000036D,-26837.89,USD,manual
B0000036,2,2024-08-11,51410000,H.AITLA,rent charge,B0000036D,26837.89,USD,manual
B0000037,1,2024-07-24,620000,Z.BERRADA,rent charge,B0000037D,-11094.61,USD,manual
B0000037,2,2024-07-24,51410000,Z.BERRADA,rent charge,B0000037D,11094.61,USD,manual
B0000038,1,2024-10-15,420000,K.MANSOURI,rent charge,B0000038D,-18153.59,USD,manual
B0000038,2,2024-10-15,51410000,K.MANSOURI,rent charge,B0000038D,18153.59,USD,manual
B0000039,1,2024-10-21,610000,S.ELFASI,rent charge,B0000039D,-36479.73,USD,manual
B0000039,2,2024-10-21,51410000,S.ELFASI,rent charge,B0000039D,36479.73,USD,manual
B0000040,1,2024-07-04,610000,K.MANSOURI,service fee,B0000040D,-41805.78,USD,manual
B0000040,2,2024-07-04,51410000,K.MANSOURI,service fee,B0000040D,41805.78,USD,manual
B0000041,1,2024-04-20,400000,Z.BERRADA,supplier invoice,B0000041D,-34034.80,USD,manual
B0000041,2,2024-04-20,51410000,Z.BERRADA,supplier invoice,B0000041D,34034.80,USD,manual
B0000042,1,2024-07-21,420000,M.BENNANI,service fee,B0000042D,-12708.54,USD,manual
B0000042,2,2024-07-21,51410000,M.BENNANI,service fee,B0000042D,12708.54,USD,manual
B0000043,1,2024-12-15,620000,H.AITLA,utility fee,B0000043D,-9238.00,USD,manual
B0000043,2,2024-12-15,51410000,H.AITLA,utility fee,B0000043D,9238.00,USD,manual
B0000044,1,2024-04-09,400000,M.BENNANI,office supplies,B0000044D,-9421.91,USD,manual
B0000044,2,2024-04-09,51410000,M.BENNANI,office supplies,B0000044D,9421.91,USD,manual
B0000045,1,2024-10-18,620000,S.ELFASI,office supplies,B0000045D,-14634.91,USD,manual
B0000045,2,2024-10-18,51410000,S.ELFASI,office supplies,B0000045D,14634.91,USD,manual
B0000046,1,2024-10-26,400000,M.BENNANI,supplier invoice,B0000046D,-20599.33,USD,manual
B0000046,2,2024-10-26,51410000,M.BENNANI,supplier invoice,B0000046D,20599.33,USD,manual
B0000047,1,2024-07-05,400000,K.MANSOURI,supplier invoice,B0000047D,-33639.12,USD,manual
B0000047,2,2024-07-05,51410000,K.MANSOURI,supplier invoice,B0000047D,33639.12,USD,manual
B0000048,1,2024-12-24,610000,M.BENNANI,supplier invoice,B0000048D,-19551.34,USD,manual
B0000048,2,2024-12-24,51410000,M.BENNANI,supplier invoice,B0000048D,19551.34,USD,manual
B0000049,1,2024-10-09,400000,S.ELFASI,supplier invoice,B0000049D,-14000.95,USD,manual
B0000049,2,2024-10-09,51410000,S.ELFASI,supplier invoice,B0000049D,14000.95,USD,manual
B0000050,1,2024-02-15,610000,K.MANSOURI,utility fee,B0000050D,-9866.81,USD,manual
B0000050,2,2024-02-15,51410000,K.MANSOURI,utility fee,B0000050D,9866.81,USD,manual
B0000051,1,2024-01-17,450000,Z.BERRADA,utility fee,B0000051D,-26937.74,USD,manual
B0000051,2,2024-01-17,51410000,Z.BERRADA,utility fee,B0000051D,26937.74,USD,manual
B0000052,1,2024-04-04,400000,Z.BERRADA,rent charge,B0000052D,-34327.42,USD,manual
B0000052,2,2024-04-04,51410000,Z.BERRADA,rent charge,B0000052D,34327.42,USD,manual
B0000053,1,2024-10-17,450000,M.BENNANI,service fee,B0000053D,-19830.40,USD,manual
B0000053,2,2024-10-17,51410000,M.BENNANI,service fee,B0000053D,19830.40,USD,manual
B0000054,1,2024-08-26,620000,S.ELFASI,service fee,B0000054D,-26211.62,USD,manual
B0000054,2,2024-08-26,51410000,S.ELFASI,service fee,B0000054D,26211.62,USD,manual
B0000055,1,2024-09-22,420000,H.AITLA,office supplies,B0000055D,-8380.21,USD,manual
B0000055,2,2024-09-22,51410000,H.AITLA,office supplies,B0000055D,8380.21,USD,manual
B0000056,1,2024-07-19,620000,M.BENNANI,rent charge,B0000056D,-4106.51,USD,manual
B0000056,2,2024-07-19,51410000,M.BENNANI,rent charge,B0000056D,4106.51,USD,manual
B0000057,1,2024-02-18,400000,Z.BERRADA,supplier invoice,B0000057D,-1360.70,USD,manual
B0000057,2,2024-02-18,51410000,Z.BERRADA,supplier invoice,B0000057D,1360.70,USD,manual
B0000058,1,2024-08-24,400000,S.ELFASI,office supplies,B0000058D,-19971.45,USD,manual
B0000058,2,2024-08-24,51410000,S.ELFASI,office supplies,B0000058D,19971.45,USD,manual
B0000059,1,2024-10-06,450000,K.MANSOURI,office supplies,B0000059D,-21744.07,USD,manual
B0000059,2,2024-10-06,51410000,K.MANSOURI,office supplies,B0000059D,21744.07,USD,manual
B0000060,1,2024-11-03,610000,H.AITLA,office supplies,B0000060D,-10727.74,USD,manual
B0000060,2,2024-11-03,51410000,H.AITLA,office supplies,B0000060D,10727.74,USD,manual
B0000061,1,2024-04-11,450000,Z.BERRADA,office supplies,B0000061D,-27372.43,USD,manual
B0000061,2,2024-04-11,51410000,Z.BERRADA,office supplies,B0000061D,27372.43,USD,manual
B0000062,1,2024-08-07,450000,H.AITLA,utility fee,B0000062D,-14769.64,USD,manual
B0000062,2,2024-08-07,51410000,H.AITLA,utility fee,B0000062D,14769.64,USD,manual
B0000063,1,2024-04-25,620000,S.ELFASI,utility fee,B0000063D,-23473.71,USD,manual
B0000063,2,2024-04-25,51410000,S.ELFASI,utility fee,B0000063D,23473.71,USD,manual
B0000064,1,2024-05-12,450000,M.BENNANI,office supplies,B0000064D,-20488.63,USD,manual
B0000064,2,2024-05-12,51410000,M.BENNANI,office supplies,B0000064D,20488.63,USD,manual
B0000065,1,2024-08-02,620000,M.BENNANI,rent charge,B0000065D,-3870.52,USD,manual
B0000065,2,2024-08-02,51410000,M.BENNANI,rent charge,B0000065D,3870.52,USD,manual
B0000066,1,2024-01-24,610000,M.BENNANI,service fee,B0000066D,-20706.50,USD,manual
B0000066,2,2024-01-24,51410000,M.BENNANI,service fee,B0000066D,20706.50,USD,manual
B0000067,1,2024-06-17,420000,S.ELFASI,rent charge,B0000067D,-38042.14,USD,manual
B0000067,2,2024-06-17,51410000,S.ELFASI,rent charge,B0000067D,38042.14,USD,manual
B0000068,1,2024-07-22,610000,S.ELFASI,rent charge,B0000068D,-8769.20,USD,manual
B0000068,2,2024-07-22,51410000,S.ELFASI,rent charge,B0000068D,8769.20,USD,manual
B0000069,1,2024-12-08,400000,K.MANSOURI,supplier invoice,B0000069D,-9487.85,USD,manual
B0000069,2,2024-12-08,51410000,K.MANSOURI,supplier invoice,B0000069D,9487.85,USD,manual
B0000070,1,2024-02-24,450000,K.MANSOURI,supplier invoice,B0000070D,-13065.27,USD,manual
B0000070,2,2024-02-24,51410000,K.MANSOURI,supplier invoice,B0000070D,13065.27,USD,manual
B0000071,1,2024-03-08,610000,M.BENNANI,supplier invoice,B0000071D,-40839.66,USD,manual
B0000071,2,2024-03-08,51410000,M.BENNANI,supplier invoice,B0000071D,40839.66,USD,manual
B0000072,1,2024-01-12,400000,S.ELFASI,supplier invoice,B0000072D,-11891.65,USD,manual
B0000072,2,2024-01-12,51410000,S.ELFASI,supplier invoice,B0000072D,11891.65,USD,manual
B0000073,1,2024-12-10,610000,H.AITLA,rent charge,B0000073D,-9268.18,USD,manual
B0000073,2,2024-12-10,51410000,H.AITLA,rent charge,B0000073D,9268.18,USD,manual
B0000074,1,2024-10-18,450000,M.BENNANI,utility fee,B0000074D,-39677.20,USD,manual
B0000074,2,2024-10-18,51410000,M.BENNANI,utility fee,B0000074D,39677.20,USD,manual
B0000075,1,2024-06-10,420000,S.ELFASI,supplier invoice,B0000075D,-36083.14,USD,manual
B0000075,2,2024-06-10,51410000,S.ELFASI,supplier invoice,B0000075D,36083.14,USD,manual
B0000076,1,2024-03-11,620000,Z.BERRADA,office supplies,B0000076D,-13722.96,USD,manual
B0000076,2,2024-03-11,51410000,Z.BERRADA,office supplies,B0000076D,13722.96,USD,manual
B0000077,1,2024-07-13,420000,K.MANSOURI,utility fee,B0000077D,-16500.54,USD,manual
B0000077,2,2024-07-13,51410000,K.MANSOURI,utility fee,B0000077D,16500.54,USD,manual
B0000078,1,2024-01-12,400000,H.AITLA,supplier invoice,B0000078D,-15083.23,USD,manual
B0000078,2,2024-01-12,51410000,H.AITLA,supplier invoice,B0000078D,15083.23,USD,manual
B0000079,1,2024-01-11,620000,S.ELFASI,rent charge,B0000079D,-20457.26,USD,manual
B0000079,2,2024-01-11,51410000,S.ELFASI,rent charge,B0000079D,20457.26,USD,manual
B0000080,1,2024-06-12,450000,S.ELFASI,utility fee,B0000080D,-23457.16,USD,manual
B0000080,2,2024-06-12,51410000,S.ELFASI,utility fee,B0000080D,23457.16,USD,manual
B0000081,1,2024-04-25,610000,K.MANSOURI,utility fee,B0000081D,-2096.73,USD,manual
B0000081,2,2024-04-25,51410000,K.MANSOURI,utility fee,B0000081D,2096.73,USD,manual
B0000082,1,2024-05-24,610000,H.AITLA,rent charge,B0000082D,-10823.06,USD,manual
B0000082,2,2024-05-24,51410000,H.AITLA,rent charge,B0000082D,10823.06,USD,manual
B0000083,1,2024-06-06,620000,H.AITLA,utility fee,B0000083D,-9368.20,USD,manual
B0000083,2,2024-06-06,51410000,H.AITLA,utility fee,B0000083D,9368.20,USD,manual
B0000084,1,2024-11-06,400000,K.MANSOURI,supplier invoice,B0000084D,-28168.87,USD,manual
B0000084,2,2024-11-06,51410000,K.MANSOURI,supplier invoice,B0000084D,28168.87,USD,manual
B0000085,1,2024-03-02,400000,S.ELFASI,office supplies,B0000085D,-4574.05,USD,manual
B0000085,2,2024-03-02,51410000,S.ELFASI,office supplies,B0000085D,4574.05,USD,manual
B0000086,1,2024-08-09,620000,M.BENNANI,supplier invoice,B0000086D,-9133.11,USD,manual
B0000086,2,2024-08-09,51410000,M.BENNANI,supplier invoice,B0000086D,9133.11,USD,manual
B0000087,1,2024-01-14,400000,M.BENNANI,rent charge,B0000087D,-16433.29,USD,manual
B0000087,2,2024-01-14,51410000,M.BENNANI,rent charge,B0000087D,16433.29,USD,manual
B0000088,1,2024-01-09,620000,M.BENNANI,office supplies,B0000088D,-33267.78,USD,manual
B0000088,2,2024-01-09,51410000,M.BENNANI,office supplies,B0000088D,33267.78,USD,manual
B0000089,1,2024-09-19,610000,H.AITLA,rent charge,B0000089D,-2966.75,USD,manual
B0000089,2,2024-09-19,51410000,H.AITLA,rent charge,B0000089D,2966.75,USD,manual
B0000090,1,2024-08-18,610000,Z.BERRADA,service fee,B0000090D,-12276.87,USD,manual
B0000090,2,2024-08-18,51410000,Z.BERRADA,service fee,B0000090D,12276.87,USD,manual
B0000091,1,2024-02-02,420000,S.ELFASI,rent charge,B0000091D,-28767.58,USD,manual
B0000091,2,2024-02-02,51410000,S.ELFASI,rent charge,B0000091D,28767.58,USD,manual
B0000092,1,2024-05-19,610000,Z.BERRADA,utility fee,B0000092D,-1142.58,USD,manual
B0000092,2,2024-05-19,51410000,Z.BERRADA,utility fee,B0000092D,1142.58,USD,manual
B0000093,1,2024-08-07,420000,K.MANSOURI,office supplies,B0000093D,-1967.95,USD,manual
B0000093,2,2024-08-07,51410000,K.MANSOURI,office supplies,B0000093D,1967.95,USD,manual
B0000094,1,2024-08-08,610000,S.ELFASI,rent charge,B0000094D,-18021.95,USD,manual
B0000094,2,2024-08-08,51410000,S.ELFASI,rent charge,B0000094D,18021.95,USD,manual
B0000095,1,2024-03-09,620000,M.BENNANI,supplier invoice,B0000095D,-10736.93,USD,manual
B0000095,2,2024-03-09,51410000,M.BENNANI,supplier invoice,B0000095D,10736.93,USD,manual
B0000096,1,2024-08-06,610000,K.MANSOURI,office supplies,B0000096D,-4821.20,USD,manual
B0000096,2,2024-08-06,51410000,K.MANSOURI,office supplies,B0000096D,4821.20,USD,manual
B0000097,1,2024-08-13,610000,S.ELFASI,service fee,B0000097D,-13750.24,USD,manual
B0000097,2,2024-08-13,51410000,S.ELFASI,service fee,B0000097D,13750.24,USD,manual
B0000098,1,2024-04-03,620000,K.MANSOURI,utility fee,B0000098D,-23417.22,USD,manual
B0000098,2,2024-04-03,51410000,K.MANSOURI,utility fee,B0000098D,23417.22,USD,manual
B0000099,1,2024-05-25,420000,H.AITLA,rent charge,B0000099D,-21809.05,USD,manual
B0000099,2,2024-05-25,51410000,H.AITLA,rent charge,B0000099D,21809.05,USD,manual
B0000100,1,2024-06-20,620000,S.ELFASI,supplier invoice,B0000100D,-18605.67,USD,manual
B0000100,2,2024-06-20,51410000,S.ELFASI,supplier invoice,B0000100D,18605.67,USD,manual
B0000101,1,2024-07-20,400000,K.MANSOURI,supplier invoice,B0000101D,-9419.57,USD,manual
B0000101,2,2024-07-20,51410000,K.MANSOURI,supplier invoice,B0000101D,9419.57,USD,manual
B0000102,1,2024-09-09,620000,K.MANSOURI,utility fee,B0000102D,-18880.83,USD,manual
B0000102,2,2024-09-09,51410000,K.MANSOURI,utility fee,B0000102D,18880.83,USD,manual
B0000103,1,2024-03-22,610000,M.BENNANI,rent charge,B0000103D,-13316.47,USD,manual
B0000103,2,2024-03-22,51410000,M.BENNANI,rent charge,B0000103D,13316.47,USD,manual
B0000104,1,2024-08-10,450000,K.MANSOURI,utility fee,B0000104D,-17725.27,USD,manual
B0000104,2,2024-08-10,51410000,K.MANSOURI,utility fee,B0000104D,17725.27,USD,manual
B0000105,1,2024-12-24,610000,Z.BERRADA,supplier invoice,B0000105D,-38140.99,USD,manual
B0000105,2,2024-12-24,51410000,Z.BERRADA,supplier invoice,B0000105D,38140.99,USD,manual
B0000106,1,2024-02-10,450000,M.BENNANI,service fee,B0000106D,-24926.69,USD,manual
B0000106,2,2024-02-10,51410000,M.BENNANI,service fee,B0000106D,24926.69,USD,manual
B0000107,1,2024-02-24,420000,K.MANSOURI,supplier invoice,B0000107D,-4993.37,USD,manual
B0000107,2,2024-02-24,51410000,K.MANSOURI,supplier invoice,B0000107D,4993.37,USD,manual
B0000108,1,2024-12-20,400000,M.BENNANI,service fee,B0000108D,-10575.92,USD,manual
B0000108,2,2024-12-20,51410000,M.BENNANI,service fee,B0000108D,10575.92,USD,manual
B0000109,1,2024-06-18,400000,M.BENNANI,service fee,B0000109D,-29479.06,USD,manual
B0000109,2,2024-06-18,51410000,M.BENNANI,service fee,B0000109D,29479.06,USD,manual
B0000110,1,2024-11-19,450000,M.BENNANI,rent charge,B0000110D,-15235.19,USD,manual
B0000110,2,2024-11-19,51410000,M.BENNANI,rent charge,B0000110D,15235.19,USD,manual
B0000111,1,2024-10-13,610000,K.MANSOURI,supplier invoice,B0000111D,-4217.58,USD,manual
B0000111,2,2024-10-13,51410000,K.MANSOURI,supplier invoice,B0000111D,4217.58,USD,manual
B0000112,1,2024-05-18,400000,H.AITLA,office supplies,B0000112D,-10268.34,USD,manual
B0000112,2,2024-05-18,51410000,H.AITLA,office supplies,B0000112D,10268.34,USD,manual
B0000113,1,2024-09-06,400000,K.MANSOURI,rent charge,B0000113D,-2741.84,USD,manual
B0000113,2,2024-09-06,51410000,K.MANSOURI,rent charge,B0000113D,2741.84,USD,manual
B0000114,1,2024-08-04,620000,K.MANSOURI,service fee,B0000114D,-18691.10,USD,manual
B0000114,2,2024-08-04,51410000,K.MANSOURI,service fee,B0000114D,18691.10,USD,manual
B0000115,1,2024-11-07,450000,M.BENNANI,utility fee,B0000115D,-11548.32,USD,manual
B0000115,2,2024-11-07,51410000,M.BENNANI,utility fee,B0000115D,11548.32,USD,manual
B0000116,1,2024-05-15,450000,H.AITLA,supplier invoice,B0000116D,-41873.77,USD,manual
B0000116,2,2024-05-15,51410000,H.AITLA,supplier invoice,B0000116D,41873.77,USD,manual
B0000117,1,2024-12-15,450000,K.MANSOURI,utility fee,B0000117D,-18445.26,USD,manual
B0000117,2,2024-12-15,51410000,K.MANSOURI,utility fee,B0000117D,18445.26,USD,manual
B0000118,1,2024-02-06,400000,K.MANSOURI,rent charge,B0000118D,-6841.21,USD,manual
B0000118,2,2024-02-06,51410000,K.MANSOURI,rent charge,B0000118D,6841.21,USD,manual
B0000119,1,2024-04-03,620000,H.AITLA,utility fee,B0000119D,-28868.70,USD,manual
B0000119,2,2024-04-03,51410000,H.AITLA,utility fee,B0000119D,28868.70,USD,manual
B0000120,1,2024-02-07,420000,M.BENNANI,rent charge,B0000120D,-28109.85,USD,manual
B0000120,2,2024-02-07,51410000,M.BENNANI,rent charge,B0000120D,28109.85,USD,manual
B0000121,1,2024-09-26,610000,S.ELFASI,rent charge,B0000121D,-8839.88,USD,manual
B0000121,2,2024-09-26,51410000,S.ELFASI,rent charge,B0000121D,8839.88,USD,manual
B0000122,1,2024-01-23,620000,K.MANSOURI,service fee,B0000122D,-19750.06,USD,manual
B0000122,2,2024-01-23,51410000,K.MANSOURI,service fee,B0000122D,19750.06,USD,manual
B0000123,1,2024-07-08,620000,Z.BERRADA,rent charge,B0000123D,-40283.17,USD,manual
B0000123,2,2024-07-08,51410000,Z.BERRADA,rent charge,B0000123D,40283.17,USD,manual
B0000124,1,2024-10-10,620000,Z.BERRADA,rent charge,B0000124D,-25064.55,USD,manual
B0000124,2,2024-10-10,51410000,Z.BERRADA,rent charge,B0000124D,25064.55,USD,manual
B0000125,1,2024-09-07,620000,Z.BERRADA,utility fee,B0000125D,-11894.91,USD,manual
B0000125,2,2024-09-07,51410000,Z.BERRADA,utility fee,B0000125D,11894.91,USD,manual
B0000126,1,2024-01-18,420000,M.BENNANI,office supplies,B0000126D,-21485.81,USD,manual
B0000126,2,2024-01-18,51410000,M.BENNANI,office supplies,B0000126D,21485.81,USD,manual
B0000127,1,2024-03-08,610000,Z.BERRADA,service fee,B0000127D,-18000.92,USD,manual
B0000127,2,2024-03-08,51410000,Z.BERRADA,service fee,B0000127D,18000.92,USD,manual
B0000128,1,2024-04-03,620000,H.AITLA,supplier invoice,B0000128D,-40578.32,USD,manual
B0000128,2,2024-04-03,51410000,H.AITLA,supplier invoice,B0000128D,40578.32,USD,manual
B0000129,1,2024-03-24,400000,Z.BERRADA,supplier invoice,B0000129D,-9663.25,USD,manual
B0000129,2,2024-03-24,51410000,Z.BERRADA,supplier invoice,B0000129D,9663.25,USD,manual
B0000130,1,2024-12-13,620000,K.MANSOURI,rent charge,B0000130D,-13052.45,USD,manual
B0000130,2,2024-12-13,51410000,K.MANSOURI,rent charge,B0000130D,13052.45,USD,manual
B0000131,1,2024-08-15,610000,K.MANSOURI,supplier invoice,B0000131D,-36875.94,USD,manual
B0000131,2,2024-08-15,51410000,K.MANSOURI,supplier invoice,B0000131D,36875.94,USD,manual
B0000132,1,2024-01-18,620000,S.ELFASI,office supplies,B0000132D,-18142.64,USD,manual
B0000132,2,2024-01-18,51410000,S.ELFASI,office supplies,B0000132D,18142.64,USD,manual
B0000133,1,2024-06-17,610000,S.ELFASI,supplier invoice,B0000133D,-4308.41,USD,manual
B0000133,2,2024-06-17,51410000,S.ELFASI,supplier invoice,B0000133D,4308.41,USD,manual
B0000134,1,2024-01-02,610000,H.AITLA,utility fee,B0000134D,-13202.03,USD,manual
B0000134,2,2024-01-02,51410000,H.AITLA,utility fee,B0000134D,13202.03,USD,manual
B0000135,1,2024-10-08,400000,K.MANSOURI,utility fee,B0000135D,-23200.01,USD,manual
B0000135,2,2024-10-08,51410000,K.MANSOURI,utility fee,B0000135D,23200.01,USD,manual
B0000136,1,2024-02-09,400000,H.AITLA,utility fee,B0000136D,-36801.77,USD,manual
B0000136,2,2024-02-09,51410000,H.AITLA,utility fee,B0000136D,36801.77,USD,manual
B0000137,1,2024-03-25,620000,H.AITLA,utility fee,B0000137D,-28751.82,USD,manual
B0000137,2,2024-03-25,51410000,H.AITLA,utility fee,B0000137D,28751.82,USD,manual
B0000138,1,2024-03-09,450000,M.BENNANI,service fee,B0000138D,-7538.84,USD,manual
B0000138,2,2024-03-09,51410000,M.BENNANI,service fee,B0000138D,7538.84,USD,manual
B0000139,1,2024-12-26,400000,Z.BERRADA,supplier invoice,B0000139D,-22246.54,USD,manual
B0000139,2,2024-12-26,51410000,Z.BERRADA,supplier invoice,B0000139D,22246.54,USD,manual
B0000140,1,2024-04-24,400000,Z.BERRADA,supplier invoice,B0000140D,-7665.92,USD,manual
B0000140,2,2024-04-24,51410000,Z.BERRADA,supplier invoice,B0000140D,7665.92,USD,manual
B0000141,1,2024-03-16,610000,Z.BERRADA,service fee,B0000141D,-3670.02,USD,manual
B0000141,2,2024-03-16,51410000,Z.BERRADA,service fee,B0000141D,3670.02,USD,manual
B0000142,1,2024-09-15,610000,S.ELFASI,utility fee,B0000142D,-23277.77,USD,manual
B0000142,2,2024-09-15,51410000,S.ELFASI,utility fee,B0000142D,23277.77,USD,manual
