REF,LINE,DATE,DOCDAT,ACCT,USER,DESC,DOCREF,AMOUNT,CUR,TYPE
B0000070,2,2024-09-24,2024-09-24,51410000,Z.BERRADA,utility fee,B0000070D,41125.19,USD,manual
B0000071,1,2024-02-23,2024-02-23,420000,S.ELFASI,rent charge,B0000071D,-76174.52,USD,manual
B0000071,2,2024-02-23,2024-02-23,51410000,S.ELFASI,rent charge,B0000071D,76174.52,USD,manual
B0000072,1,2024-12-10,2024-12-10,610000,M.BENNANI,service fee,B0000072D,-14692.94,USD,manual
B0000072,2,2024-12-10,2024-12-10,51410000,M.BENNANI,service fee,B0000072D,14692.94,USD,manual
B0000073,1,2024-06-16,2024-06-16,620000,Z.BERRADA,utility fee,B0000073D,-31451.22,USD,manual
B0000073,2,2024-06-16,2024-06-16,51410000,Z.BERRADA,utility fee,B0000073D,31451.22,USD,manual
B0000074,1,2024-04-17,2024-04-17,420000,S.ELFASI,service fee,B0000074D,-8660.39,USD,manual
B0000074,2,2024-04-17,2024-04-17,51410000,S.ELFASI,service fee,B0000074D,8660.39,USD,manual
B0000075,1,2024-06-20,2024-06-20,450000,H.AITLA,office supplies,B0000075D,-17021.46,USD,manual
B0000075,2,2024-06-20,2024-06-20,51410000,H.AITLA,office supplies,B0000075D,17021.46,USD,manual
B0000076,1,2024-03-02,2024-03-02,610000,H.AITLA,office supplies,B0000076D,-40070.05,USD,manual
B0000076,2,2024-03-02,2024-03-02,51410000,H.AITLA,office supplies,B0000076D,40070.05,USD,manual
B0000077,1,2024-03-15,2024-03-15,450000,S.ELFASI,office supplies,B0000077D,-94468.48,USD,manual
B0000077,2,2024-03-15,2024-03-15,51410000,S.ELFASI,office supplies,B0000077D,94468.48,USD,manual
B0000078,1,2024-01-15,2024-01-15,610000,S.ELFASI,service fee,B0000078D,-7621.12,USD,manual
B0000078,2,2024-01-15,2024-01-15,51410000,S.ELFASI,service fee,B0000078D,7621.12,USD,manual
B0000079,1,2024-11-13,2024-11-13,610000,Z.BERRADA,rent charge,B0000079D,-2204.84,USD,manual
B0000079,2,2024-11-13,2024-11-13,51410000,Z.BERRADA,rent charge,B0000079D,2204.84,USD,manual
B0000080,1,2024-05-15,2024-05-15,420000,M.BENNANI,supplier invoice,B0000080D,-99623.90,USD,manual
B0000080,2,2024-05-15,2024-05-15,51410000,M.BENNANI,supplier invoice,B0000080D,99623.90,USD,manual
B0000081,1,2024-05-06,2024-05-06,610000,K.MANSOURI,utility fee,B0000081D,-117594.68,USD,manual
B0000081,2,2024-05-06,2024-05-06,51410000,K.MANSOURI,utility fee,B0000081D,117594.68,USD,manual
B0000082,1,2024-12-26,2024-12-26,400000,K.MANSOURI,utility fee,B0000082D,-35988.95,USD,manual
B0000082,2,2024-12-26,2024-12-26,51410000,K.MANSOURI,utility fee,B0000082D,35988.95,USD,manual
B0000083,1,2024-04-14,2024-04-14,420000,Z.BERRADA,supplier invoice,B0000083D,-23232.66,USD,manual
B0000083,2,2024-04-14,2024-04-14,51410000,Z.BERRADA,supplier invoice,B0000083D,23232.66,USD,manual
B0000084,1,2024-02-22,2024-02-22,620000,S.ELFASI,utility fee,B0000084D,-4418.60,USD,manual
B0000084,2,2024-02-22,2024-02-22,51410000,S.ELFASI,utility fee,B0000084D,4418.60,USD,manual
B0000085,1,2024-08-07,2024-08-07,450000,Z.BERRADA,supplier invoice,B0000085D,-23050.71,USD,manual
B0000085,2,2024-08-07,2024-08-07,51410000,Z.BERRADA,supplier invoice,B0000085D,23050.71,USD,manual
B0000086,1,2024-02-22,2024-02-22,400000,K.MANSOURI,utility fee,B0000086D,-17191.69,USD,manual
B0000086,2,2024-02-22,2024-02-22,51410000,K.MANSOURI,utility fee,B0000086D,17191.69,USD,manual
B0000087,1,2024-07-26,2024-07-26,400000,Z.BERRADA,rent charge,B0000087D,-102547.18,USD,manual
B0000087,2,2024-07-26,2024-07-26,51410000,Z.BERRADA,rent charge,B0000087D,102547.18,USD,manual
B0000088,1,2024-06-08,2024-06-08,620000,S.ELFASI,rent charge,B0000088D,-118455.20,USD,manual
B0000088,2,2024-06-08,2024-06-08,51410000,S.ELFASI,rent charge,B0000088D,118455.20,USD,manual
B0000089,1,2024-06-10,2024-06-10,450000,S.ELFASI,supplier invoice,B0000089D,-68266.41,USD,manual
B0000089,2,2024-06-10,2024-06-10,51410000,S.ELFASI,supplier invoice,B0000089D,68266.41,USD,manual
B0000090,1,2024-11-16,2024-11-16,400000,K.MANSOURI,office supplies,B0000090D,-19756.55,USD,manual
B0000090,2,2024-11-16,2024-11-16,51410000,K.MANSOURI,office supplies,B0000090D,19756.55,USD,manual
B0000091,1,2024-01-17,2024-01-17,420000,IDOC_AUTO,office supplies,B0000091D,-15106.03,USD,system
B0000091,2,2024-01-17,2024-01-17,51410000,IDOC_AUTO,office supplies,B0000091D,15106.03,USD,system
B0000092,1,2024-06-18,2024-06-18,420000,S.ELFASI,rent charge,B0000092D,-39201.40,USD,manual
B0000092,2,2024-06-18,2024-06-18,51410000,S.ELFASI,rent charge,B0000092D,39201.40,USD,manual
B0000093,1,2024-09-25,2024-09-25,610000,M.BENNANI,supplier invoice,B0000093D,-39432.77,USD,manual
B0000093,2,2024-09-25,2024-09-25,51410000,M.BENNANI,supplier invoice,B0000093D,39432.77,USD,manual
B0000094,1,2024-02-07,2024-02-07,610000,H.AITLA,rent charge,B0000094D,-28367.71,USD,manual
B0000094,2,2024-02-07,2024-02-07,51410000,H.AITLA,rent charge,B0000094D,28367.71,USD,manual
B0000095,1,2024-04-02,2024-04-02,620000,Z.BERRADA,rent charge,B0000095D,-38080.24,USD,manual
B0000095,2,2024-04-02,2024-04-02,51410000,Z.BERRADA,rent charge,B0000095D,38080.24,USD,manual
B0000096,1,2024-02-16,2024-02-16,620000,Z.BERRADA,supplier invoice,B0000096D,-99396.90,USD,manual
B0000096,2,2024-02-16,2024-02-16,51410000,Z.BERRADA,supplier invoice,B0000096D,99396.90,USD,manual
B0000097,1,2024-11-07,2024-11-07,610000,S.ELFASI,supplier invoice,B0000097D,-21850.91,USD,manual
B0000097,2,2024-11-07,2024-11-07,51410000,S.ELFASI,supplier invoice,B0000097D,21850.91,USD,manual
B0000098,1,2024-10-21,2024-10-21,450000,IDOC_AUTO,office supplies,B0000098D,-34275.57,USD,system
B0000098,2,2024-10-21,2024-10-21,51410000,IDOC_AUTO,office supplies,B0000098D,34275.57,USD,system
B0000099,1,2024-09-18,2024-09-18,620000,K.MANSOURI,service fee,B0000099D,-41654.97,USD,manual
B0000099,2,2024-09-18,2024-09-18,51410000,K.MANSOURI,service fee,B0000099D,41654.97,USD,manual
B0000100,1,2024-01-15,2024-01-15,400000,S.ELFASI,service fee,B0000100D,-8404.08,USD,manual
B0000100,2,2024-01-15,2024-01-15,51410000,S.ELFASI,service fee,B0000100D,8404.08,USD,manual
B0000101,1,2024-01-07,2024-01-07,400000,M.BENNANI,rent charge,B0000101D,-27813.55,USD,manual
B0000101,2,2024-01-07,2024-01-07,51410000,M.BENNANI,rent charge,B0000101D,27813.55,USD,manual
B0000102,1,2024-11-22,2024-11-22,420000,H.AITLA,service fee,B0000102D,-6651.53,USD,manual
B0000102,2,2024-11-22,2024-11-22,51410000,H.AITLA,service fee,B0000102D,6651.53,USD,manual
B0000103,1,2024-08-16,2024-08-16,610000,S.ELFASI,office supplies,B0000103D,-18059.87,USD,manual
B0000103,2,2024-08-16,2024-08-16,51410000,S.ELFASI,office supplies,B0000103D,18059.87,USD,manual
B0000104,1,2024-03-03,2024-03-03,420000,H.AITLA,rent charge,B0000104D,-32780.40,USD,manual
B0000104,2,2024-03-03,2024-03-03,51410000,H.AITLA,rent charge,B0000104D,32780.40,USD,manual
B0000105,1,2024-02-11,2024-02-11,450000,M.BENNANI,supplier invoice,B0000105D,-5400.39,USD,manual
B0000105,2,2024-02-11,2024-02-11,51410000,M.BENNANI,supplier invoice,B0000105D,5400.39,USD,manual
B0000106,1,2024-05-19,2024-05-19,450000,H.AITLA,supplier invoice,B0000106D,-19136.39,USD,manual
B0000106,2,2024-05-19,2024-05-19,51410000,H.AITLA,supplier invoice,B0000106D,19136.39,USD,manual
B0000107,1,2024-12-07,2024-12-07,420000,K.MANSOURI,supplier invoice,B0000107D,-22326.59,USD,manual
B0000107,2,2024-12-07,2024-12-07,51410000,K.MANSOURI,supplier invoice,B0000107D,22326.59,USD,manual
B0000108,1,2024-07-16,2024-07-16,620000,H.AITLA,office supplies,B0000108D,-5560.61,USD,manual
B0000108,2,2024-07-16,2024-07-16,51410000,H.AITLA,office supplies,B0000108D,5560.61,USD,manual
B0000109,1,2024-04-01,2024-04-01,450000,K.MANSOURI,service fee,B0000109D,-23947.99,USD,manual
B0000109,2,2024-04-01,2024-04-01,51410000,K.MANSOURI,service fee,B0000109D,23947.99,USD,manual
B0000110,1,2024-08-15,2024-08-15,420000,M.BENNANI,service fee,B0000110D,-32770.71,USD,manual
B0000110,2,2024-08-15,2024-08-15,51410000,M.BENNANI,service fee,B0000110D,32770.71,USD,manual
B0000111,1,2024-10-08,2024-10-08,610000,S.ELFASI,office supplies,B0000111D,-78572.91,USD,manual
B0000111,2,2024-10-08,2024-10-08,51410000,S.ELFASI,office supplies,B0000111D,78572.91,USD,manual
B0000112,1,2024-02-26,2024-02-26,420000,K.MANSOURI,service fee,B0000112D,-15970.74,USD,manual
B0000112,2,2024-02-26,2024-02-26,51410000,K.MANSOURI,service fee,B0000112D,15970.74,USD,manual
B0000113,1,2024-01-12,2024-01-12,610000,S.ELFASI,supplier invoice,B0000113D,-42862.83,USD,manual
B0000113,2,2024-01-12,2024-01-12,51410000,S.ELFASI,supplier invoice,B0000113D,42862.83,USD,manual
B0000114,1,2024-03-22,2024-03-22,450000,K.MANSOURI,supplier invoice,B0000114D,-10011.96,USD,manual
B0000114,2,2024-03-22,2024-03-22,51410000,K.MANSOURI,supplier invoice,B0000114D,10011.96,USD,manual
B0000115,1,2024-03-26,2024-03-26,620000,Z.BERRADA,service fee,B0000115D,-23814.11,USD,manual
B0000115,2,2024-03-26,2024-03-26,51410000,Z.BERRADA,service fee,B0000115D,23814.11,USD,manual
B0000116,1,2024-02-15,2024-02-15,420000,K.MANSOURI,rent charge,B0000116D,-13620.41,USD,manual
B0000116,2,2024-02-15,2024-02-15,51410000,K.MANSOURI,rent charge,B0000116D,13620.41,USD,manual
B0000117,1,2024-11-07,2024-11-07,400000,M.BENNANI,rent charge,B0000117D,-29867.31,USD,manual
B0000117,2,2024-11-07,2024-11-07,51410000,M.BENNANI,rent charge,B0000117D,29867.31,USD,manual
B0000118,1,2024-12-01,2024-12-01,420000,M.BENNANI,service fee,B0000118D,-19135.05,USD,manual
B0000118,2,2024-12-01,2024-12-01,51410000,M.BENNANI,service fee,B0000118D,19135.05,USD,manual
B0000119,1,2024-03-24,2024-03-24,620000,H.AITLA,supplier invoice,B0000119D,-27880.56,USD,manual
B0000119,2,2024-03-24,2024-03-24,51410000,H.AITLA,supplier invoice,B0000119D,27880.56,USD,manual
B0000120,1,2024-05-15,2024-05-15,620000,H.AITLA,supplier invoice,B0000120D,-19204.20,USD,manual
B0000120,2,2024-05-15,2024-05-15,51410000,H.AITLA,supplier invoice,B0000120D,19204.20,USD,manual
B0000121,1,2024-08-03,2024-08-03,610000,WF-BATCH,service fee,B0000121D,-84754.85,USD,system
B0000121,2,2024-08-03,2024-08-03,51410000,WF-BATCH,service fee,B0000121D,84754.85,USD,system
B0000122,1,2024-03-11,2024-03-11,450000,S.ELFASI,supplier invoice,B0000122D,-36427.42,USD,manual
B0000122,2,2024-03-11,2024-03-11,51410000,S.ELFASI,supplier invoice,B0000122D,36427.42,USD,manual
B0000123,1,2024-06-03,2024-06-03,400000,S.ELFASI,service fee,B0000123D,-13501.41,USD,manual
B0000123,2,2024-06-03,2024-06-03,51410000,S.ELFASI,service fee,B0000123D,13501.41,USD,manual
B0000124,1,2024-01-08,2024-01-08,610000,Z.BERRADA,supplier invoice,B0000124D,-28931.97,USD,manual
