REF,LINE,DATE,DOCDAT,ACCT,USER,DESC,DOCREF,AMOUNT,CUR,TYPE
B0000049,1,2024-05-18,2024-05-18,620000,S.ELFASI,utility fee,B0000049D,-38266.60,USD,manual
B0000049,2,2024-05-18,2024-05-18,51410000,S.ELFASI,utility fee,B0000049D,38266.60,USD,manual
B0000050,1,2024-09-05,2024-09-05,420000,Z.BERRADA,office supplies,B0000050D,-107956.66,USD,manual
B0000050,2,2024-09-05,2024-09-05,51410000,Z.BERRADA,office supplies,B0000050D,107956.66,USD,manual
B0000051,1,2024-10-15,2024-10-15,400000,K.MANSOURI,utility fee,B0000051D,-3284.92,USD,manual
B0000051,2,2024-10-15,2024-10-15,51410000,K.MANSOURI,utility fee,B0000051D,3284.92,USD,manual
B0000052,1,2024-09-13,2024-09-13,400000,S.ELFASI,rent charge,B0000052D,-78933.24,USD,manual
B0000052,2,2024-09-13,2024-09-13,51410000,S.ELFASI,rent charge,B0000052D,78933.24,USD,manual
B0000053,1,2024-03-11,2024-03-11,400000,H.AITLA,utility fee,B0000053D,-3392.67,USD,manual
B0000053,2,2024-03-11,2024-03-11,51410000,H.AITLA,utility fee,B0000053D,3392.67,USD,manual
B0000054,1,2024-02-17,2024-02-17,610000,S.ELFASI,service fee,B0000054D,-17587.37,USD,manual
B0000054,2,2024-02-17,2024-02-17,51410000,S.ELFASI,service fee,B0000054D,17587.37,USD,manual
B0000055,1,2024-02-11,2024-02-11,620000,Z.BERRADA,office supplies,B0000055D,-21353.38,USD,manual
B0000055,2,2024-02-11,2024-02-11,51410000,Z.BERRADA,office supplies,B0000055D,21353.38,USD,manual
B0000056,1,2024-09-05,2024-09-05,400000,Z.BERRADA,service fee,B0000056D,-37165.45,USD,manual
B0000056,2,2024-09-05,2024-09-05,51410000,Z.BERRADA,service fee,B0000056D,37165.45,USD,manual
B0000057,1,2024-12-15,2024-12-15,420000,Z.BERRADA,office supplies,B0000057D,-102073.99,USD,manual
B0000057,2,2024-12-15,2024-12-15,51410000,Z.BERRADA,office supplies,B0000057D,102073.99,USD,manual
B0000058,1,2024-04-21,2024-04-21,450000,K.MANSOURI,office supplies,B0000058D,-36620.39,USD,manual
B0000058,2,2024-04-21,2024-04-21,51410000,K.MANSOURI,office supplies,B0000058D,36620.39,USD,manual
B0000059,1,2024-11-21,2024-11-21,420000,M.BENNANI,rent charge,B0000059D,-34197.60,USD,manual
B0000059,2,2024-11-21,2024-11-21,51410000,M.BENNANI,rent charge,B0000059D,34197.60,USD,manual
B0000060,1,2024-04-23,2024-04-23,400000,H.AITLA,office supplies,B0000060D,-23810.86,USD,manual
B0000060,2,2024-04-23,2024-04-23,51410000,H.AITLA,office supplies,B0000060D,23810.86,USD,manual
B0000061,1,2024-06-06,2024-06-06,450000,K.MANSOURI,supplier invoice,B0000061D,-105394.14,USD,manual
B0000061,2,2024-06-06,2024-06-06,51410000,K.MANSOURI,supplier invoice,B0000061D,105394.14,USD,manual
B0000062,1,2024-05-03,2024-05-03,400000,Z.BERRADA,service fee,B0000062D,-6789.01,USD,manual
B0000062,2,2024-05-03,2024-05-03,51410000,Z.BERRADA,service fee,B0000062D,6789.01,USD,manual
B0000063,1,2024-12-13,2024-12-13,450000,M.BENNANI,service fee,B0000063D,-113273.05,USD,manual
B0000063,2,2024-12-13,2024-12-13,51410000,M.BENNANI,service fee,B0000063D,113273.05,USD,manual
B0000064,1,2024-01-06,2024-01-06,420000,K.MANSOURI,utility fee,B0000064D,-66063.75,USD,manual
B0000064,2,2024-01-06,2024-01-06,51410000,K.MANSOURI,utility fee,B0000064D,66063.75,USD,manual
B0000065,1,2024-06-04,2024-06-04,450000,S.ELFASI,supplier invoice,B0000065D,-18261.10,USD,manual
B0000065,2,2024-06-04,2024-06-04,51410000,S.ELFASI,supplier invoice,B0000065D,18261.10,USD,manual
B0000066,1,2024-03-07,2024-03-07,400000,H.AITLA,supplier invoice,B0000066D,-40999.30,USD,manual
B0000066,2,2024-03-07,2024-03-07,51410000,H.AITLA,supplier invoice,B0000066D,40999.30,USD,manual
B0000067,1,2024-11-01,2024-11-01,420000,Z.BERRADA,supplier invoice,B0000067D,-80242.43,USD,manual
B0000067,2,2024-11-01,2024-11-01,51410000,Z.BERRADA,supplier invoice,B0000067D,80242.43,USD,manual
B0000068,1,2024-03-13,2024-03-13,610000,K.MANSOURI,utility fee,B0000068D,-90464.08,USD,manual
B0000068,2,2024-03-13,2024-03-13,51410000,K.MANSOURI,utility fee,B0000068D,90464.08,USD,manual
B0000069,1,2024-11-25,2024-11-25,620000,M.BENNANI,service fee,B0000069D,-80189.49,USD,manual
B0000069,2,2024-11-25,2024-11-25,51410000,M.BENNANI,service fee,B0000069D,80189.49,USD,manual
B0000070,1,2024-05-13,2024-05-13,400000,H.AITLA,service fee,B0000070D,-40600.85,USD,manual
B0000070,2,2024-05-13,2024-05-13,51410000,H.AITLA,service fee,B0000070D,40600.85,USD,manual
B0000071,1,2024-06-05,2024-06-05,610000,K.MANSOURI,rent charge,B0000071D,-36277.71,USD,manual
B0000071,2,2024-06-05,2024-06-05,51410000,K.MANSOURI,rent charge,B0000071D,36277.71,USD,manual
B0000072,1,2024-10-20,2024-10-20,420000,WF-BATCH,service fee,B0000072D,-97422.11,USD,system
B0000072,2,2024-10-20,2024-10-20,51410000,WF-BATCH,service fee,B0000072D,97422.11,USD,system
B0000073,1,2024-01-04,2024-01-04,420000,S.ELFASI,service fee,B0000073D,-241807.27,USD,manual
B0000073,2,2024-01-04,2024-01-04,51410000,S.ELFASI,service fee,B0000073D,241807.27,USD,manual
B0000074,1,2024-01-18,2024-01-18,610000,K.MANSOURI,service fee,B0000074D,-82361.96,USD,manual
B0000074,2,2024-01-18,2024-01-18,51410000,K.MANSOURI,service fee,B0000074D,82361.96,USD,manual
B0000075,1,2024-07-10,2024-07-10,610000,Z.BERRADA,office supplies,B0000075D,-41129.27,USD,manual
B0000075,2,2024-07-10,2024-07-10,51410000,Z.BERRADA,office supplies,B0000075D,41129.27,USD,manual
B0000076,1,2024-12-09,2024-12-09,400000,Z.BERRADA,rent charge,B0000076D,-25586.44,USD,manual
B0000076,2,2024-12-09,2024-12-09,51410000,Z.BERRADA,rent charge,B0000076D,25586.44,USD,manual
B0000077,1,2024-12-04,2024-12-04,450000,S.ELFASI,utility fee,B0000077D,-61007.06,USD,manual
B0000077,2,2024-12-04,2024-12-04,51410000,S.ELFASI,utility fee,B0000077D,61007.06,USD,manual
B0000078,1,2024-07-15,2024-07-15,400000,S.ELFASI,supplier invoice,B0000078D,-13807.48,USD,manual
B0000078,2,2024-07-15,2024-07-15,51410000,S.ELFASI,supplier invoice,B0000078D,13807.48,USD,manual
B0000079,1,2024-02-01,2024-02-01,420000,IDOC_AUTO,rent charge,B0000079D,-82808.55,USD,system
B0000079,2,2024-02-01,2024-02-01,51410000,IDOC_AUTO,rent charge,B0000079D,82808.55,USD,system
B0000080,1,2024-10-20,2024-10-20,620000,M.BENNANI,utility fee,B0000080D,-4831.44,USD,manual
B0000080,2,2024-10-20,2024-10-20,51410000,M.BENNANI,utility fee,B0000080D,4831.44,USD,manual
B0000081,1,2024-07-24,2024-07-24,450000,Z.BERRADA,utility fee,B0000081D,-28132.92,USD,manual
B0000081,2,2024-07-24,2024-07-24,51410000,Z.BERRADA,utility fee,B0000081D,28132.92,USD,manual
B0000082,1,2024-01-19,2024-01-19,420000,H.AITLA,service fee,B0000082D,-73891.54,USD,manual
B0000082,2,2024-01-19,2024-01-19,51410000,H.AITLA,service fee,B0000082D,73891.54,USD,manual
B0000083,1,2024-08-13,2024-08-13,610000,Z.BERRADA,utility fee,B0000083D,-19676.16,USD,manual
B0000083,2,2024-08-13,2024-08-13,51410000,Z.BERRADA,utility fee,B0000083D,19676.16,USD,manual
B0000084,1,2024-09-18,2024-09-18,450000,S.ELFASI,rent charge,B0000084D,-46490.09,USD,manual
B0000084,2,2024-09-18,2024-09-18,51410000,S.ELFASI,rent charge,B0000084D,46490.09,USD,manual
B0000085,1,2024-12-13,2024-12-13,400000,SAP_JOB,office supplies,B0000085D,-31807.09,USD,system
B0000085,2,2024-12-13,2024-12-13,51410000,SAP_JOB,office supplies,B0000085D,31807.09,USD,system
B0000086,1,2024-04-25,2024-04-25,610000,K.MANSOURI,utility fee,B0000086D,-80852.90,USD,manual
B0000086,2,2024-04-25,2024-04-25,51410000,K.MANSOURI,utility fee,B0000086D,80852.90,USD,manual
B0000087,1,2024-04-21,2024-04-21,450000,IDOC_AUTO,utility fee,B0000087D,-74083.62,USD,system
B0000087,2,2024-04-21,2024-04-21,51410000,IDOC_AUTO,utility fee,B0000087D,74083.62,USD,system
B0000088,1,2024-08-09,2024-08-09,610000,S.ELFASI,service fee,B0000088D,-28514.41,USD,manual
B0000088,2,2024-08-09,2024-08-09,51410000,S.ELFASI,service fee,B0000088D,28514.41,USD,manual
B0000089,1,2024-03-08,2024-03-08,420000,H.AITLA,supplier invoice,B0000089D,-88912.24,USD,manual
B0000089,2,2024-03-08,2024-03-08,51410000,H.AITLA,supplier invoice,B0000089D,88912.24,USD,manual
B0000090,1,2024-05-26,2024-05-26,420000,SAP_JOB,service fee,B0000090D,-25809.43,USD,system
B0000090,2,2024-05-26,2024-05-26,51410000,SAP_JOB,service fee,B0000090D,25809.43,USD,system
B0000091,1,2024-12-09,2024-12-09,400000,K.MANSOURI,supplier invoice,B0000091D,-197682.11,USD,manual
B0000091,2,2024-12-09,2024-12-09,51410000,K.MANSOURI,supplier invoice,B0000091D,197682.11,USD,manual
B0000092,1,2024-02-12,2024-02-12,420000,H.AITLA,service fee,B0000092D,-24217.31,USD,manual
B0000092,2,2024-02-12,2024-02-12,51410000,H.AITLA,service fee,B0000092D,24217.31,USD,manual
B0000093,1,2024-10-22,2024-10-22,610000,Z.BERRADA,supplier invoice,B0000093D,-53341.91,USD,manual
B0000093,2,2024-10-22,2024-10-22,51410000,Z.BERRADA,supplier invoice,B0000093D,53341.91,USD,manual
B0000094,1,2024-12-07,2024-12-07,420000,H.AITLA,office supplies,B0000094D,-64928.09,USD,manual
B0000094,2,2024-12-07,2024-12-07,51410000,H.AITLA,office supplies,B0000094D,64928.09,USD,manual
B0000095,1,2024-08-04,2024-08-04,420000,S.ELFASI,service fee,B0000095D,-11575.63,USD,manual
B0000095,2,2024-08-04,2024-08-04,51410000,S.ELFASI,service fee,B0000095D,11575.63,USD,manual
B0000096,1,2024-05-16,2024-05-16,400000,M.BENNANI,utility fee,B0000096D,-111314.96,USD,manual
B0000096,2,2024-05-16,2024-05-16,51410000,M.BENNANI,utility fee,B0000096D,111314.96,USD,manual
B0000097,1,2024-08-08,2024-08-08,610000,K.MANSOURI,supplier invoice,B0000097D,-27902.22,USD,manual
B0000097,2,2024-08-08,2024-08-08,51410000,K.MANSOURI,supplier invoice,B0000097D,27902.22,USD,manual
B0000098,1,2024-07-07,2024-07-07,450000,M.BENNANI,supplier invoice,B0000098D,-19616.27,USD,manual
B0000098,2,2024-07-07,2024-07-07,51410000,M.BENNANI,supplier invoice,B0000098D,19616.27,USD,manual
B0000099,1,2024-01-18,2024-01-18,400000,H.AITLA,rent charge,B0000099D,-33139.32,USD,manual
B0000099,2,2024-01-18,2024-01-18,51410000,H.AITLA,rent charge,B0000099D,33139.32,USD,manual
B0000100,1,2024-08-16,2024-08-16,620000,Z.BERRADA,utility fee,B0000100D,-229368.66,USD,manual
B0000100,2,2024-08-16,2024-08-16,51410000,Z.BERRADA,utility fee,B0000100D,229368.66,USD,manual
B0000101,1,2024-10-16,2024-10-16,610000,M.BENNANI,rent charge,B0000101D,-34699.44,USD,manual
B0000101,2,2024-10-16,2024-10-16,51410000,M.BENNANI,rent charge,B0000101D,34699.44,USD,manual
B0000102,1,2024-12-24,2024-12-24,420000,Z.BERRADA,rent charge,B0000102D,-106570.67,USD,manual
B0000102,2,2024-12-24,2024-12-24,51410000,Z.BERRADA,rent charge,B0000102D,106570.67,USD,manual
B0000103,1,2024-12-26,2024-12-26,400000,S.ELFASI,supplier invoice,B0000103D,-24913.09,USD,manual
B0000103,2,2024-12-26,2024-12-26,51410000,S.ELFASI,supplier invoice,B0000103D,24913.09,USD,manual
B0000104,1,2024-05-01,2024-05-01,610000,Z.BERRADA,rent charge,B0000104D,-37295.16,USD,manual
B0000104,2,2024-05-01,2024-05-01,51410000,Z.BERRADA,rent charge,B0000104D,37295.16,USD,manual
B0000105,1,2024-08-11,2024-08-11,400000,Z.BERRADA,supplier invoice,B0000105D,-115071.92,USD,manual
B0000105,2,2024-08-11,2024-08-11,51410000,Z.BERRADA,supplier invoice,B0000105D,115071.92,USD,manual
B0000106,1,2024-05-26,2024-05-26,420000,H.AITLA,service fee,B0000106D,-24149.48,USD,manual
B0000106,2,2024-05-26,2024-05-26,51410000,H.AITLA,service fee,B0000106D,24149.48,USD,manual
B0000107,1,2024-03-11,2024-03-11,450000,H.AITLA,office supplies,B0000107D,-8698.62,USD,manual
B0000107,2,2024-03-11,2024-03-11,51410000,H.AITLA,office supplies,B0000107D,8698.62,USD,manual
B0000108,1,2024-06-19,2024-06-19,450000,M.BENNANI,supplier invoice,B0000108D,-36679.61,USD,manual
B0000108,2,2024-06-19,2024-06-19,51410000,M.BENNANI,supplier invoice,B0000108D,36679.61,USD,manual
B0000109,1,2024-03-22,2024-03-22,400000,WF-BATCH,utility fee,B0000109D,-43022.53,USD,system
B0000109,2,2024-03-22,2024-03-22,51410000,WF-BATCH,utility fee,B0000109D,43022.53,USD,system
B0000110,1,2024-12-23,2024-12-23,620000,K.MANSOURI,service fee,B0000110D,-4950.87,USD,manual
B0000110,2,2024-12-23,2024-12-23,51410000,K.MANSOURI,service fee,B0000110D,4950.87,USD,manual
B0000111,1,2024-05-06,2024-05-06,620000,IDOC_AUTO,utility fee,B0000111D,-25905.09,USD,system
B0000111,2,2024-05-06,2024-05-06,51410000,IDOC_AUTO,utility fee,B0000111D,25905.09,USD,system
B0000112,1,2024-01-05,2024-01-05,450000,IDOC_AUTO,supplier invoice,B0000112D,-11788.45,USD,system
B0000112,2,2024-01-05,2024-01-05,51410000,IDOC_AUTO,supplier invoice,B0000112D,11788.45,USD,system
B0000113,1,2024-06-18,2024-06-18,610000,S.ELFASI,supplier invoice,B0000113D,-12441.43,USD,manual
B0000113,2,2024-06-18,2024-06-18,51410000,S.ELFASI,supplier invoice,B0000113D,12441.43,USD,manual
B0000114,1,2024-06-22,2024-06-22,620000,H.AITLA,utility fee,B0000114D,-33499.55,USD,manual
B0000114,2,2024-06-22,2024-06-22,51410000,H.AITLA,utility fee,B0000114D,33499.55,USD,manual
B0000115,1,2024-01-24,2024-01-24,620000,K.MANSOURI,utility fee,B0000115D,-9431.29,USD,manual
B0000115,2,2024-01-24,2024-01-24,51410000,K.MANSOURI,utility fee,B0000115D,9431.29,USD,manual
B0000116,1,2024-12-21,2024-12-21,610000,Z.BERRADA,utility fee,B0000116D,-30142.63,USD,manual
B0000116,2,2024-12-21,2024-12-21,51410000,Z.BERRADA,utility fee,B0000116D,30142.63,USD,manual
B0000117,1,2024-08-24,2024-08-24,400000,Z.BERRADA,supplier invoice,B0000117D,-100487.88,USD,manual
B0000117,2,2024-08-24,2024-08-24,51410000,Z.BERRADA,supplier invoice,B0000117D,100487.88,USD,manual
B0000118,1,2024-03-20,2024-03-20,420000,S.ELFASI,service fee,B0000118D,-59412.98,USD,manual
B0000118,2,2024-03-20,2024-03-20,51410000,S.ELFASI,service fee,B0000118D,59412.98,USD,manual
B0000119,1,2024-06-06,2024-06-06,610000,M.BENNANI,office supplies,B0000119D,-19363.24,USD,manual
B0000119,2,2024-06-06,2024-06-06,51410000,M.BENNANI,office supplies,B0000119D,19363.24,USD,manual
B0000120,1,2024-10-26,2024-10-26,450000,Z.BERRADA,service fee,B0000120D,-25423.66,USD,manual
B0000120,2,2024-10-26,2024-10-26,51410000,Z.BERRADA,service fee,B0000120D,25423.66,USD,manual
B0000121,1,2024-09-21,2024-09-21,450000,S.ELFASI,rent charge,B0000121D,-28804.93,USD,manual
B0000121,2,2024-09-21,2024-09-21,51410000,S.ELFASI,rent charge,B0000121D,28804.93,USD,manual
B0000122,1,2024-09-17,2024-09-17,400000,Z.BERRADA,service fee,B0000122D,-42045.00,USD,manual
B0000122,2,2024-09-17,2024-09-17,51410000,Z.BERRADA,service fee,B0000122D,42045.00,USD,manual
B0000123,1,2024-09-06,2024-09-06,620000,H.AITLA,service fee,B0000123D,-212919.24,USD,manual
B0000123,2,2024-09-06,2024-09-06,51410000,H.AITLA,service fee,B0000123D,212919.24,USD,manual
B0000124,1,2024-02-24,2024-02-24,450000,WF-BATCH,supplier invoice,B0000124D,-112991.36,USD,system
B0000124,2,2024-02-24,2024-02-24,51410000,WF-BATCH,supplier invoice,B0000124D,112991.36,USD,system
B0000125,1,2024-07-17,2024-07-17,620000,S.ELFASI,supplier invoice,B0000125D,-15559.13,USD,manual
